rdkit_SMILES,pIC50,References_type,References_detail,Year,MOSES_passed,vocab_checked
CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OCCCO)c(OC)cc23)cc1Cl,7.903089986991944,Patent, Kyowa Kirin (in: Kirin Holdings); KIRIN HOLDINGS CO LTD; US6797823; (2004); B1;,2004,YES,True
COc1cc(OC)c(F)c(N=c2ccc3ncc(-c4cnn(C)c4)nc3n2CC2CC2)c1F,7.9,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3C)c2cc1OC,7.886056647693163,Patent, Kyowa Kirin (in: Kirin Holdings); KIRIN HOLDINGS CO LTD; US6797823; (2004); B1;,2004,YES,True
O=C(Nc1ccc(F)cc1)Nc1ccc(Oc2ccnc(NC(=O)c3cccnc3)c2)cc1,7.886056647693163,Patent, JPARIMOTO ITARU; EISAI CO LTD; EP1415987; (2004); A1;,2004,YES,True
Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,7.886056647693163,Article," Dai, Yujia; Hartandi, Kresna; Ji, Zhiqin; Ahmed, Asma A.; Albert, Daniel H.; Bauch, Joy L.; Bouska, Jennifer J.; Bousquet, Peter F.; Cunha, George A.; Glaser, Keith B.; Harris, Christopher M.; Hickman, Dean; Guo, Jun; Li, Junling; Marcotte, Patrick A.; Marsh, Kennan C.; Moskey, Maria D.; Martin, Ruth L.; Olson, Amanda M.; Osterling, Donald J.; Pease, Lori J.; Soni, Niru B.; Stewart, Kent D.; Stoll, Vincent S.; Tapang, Paul; Reuter, David R.; Davidsen, Steven K.; Michaelides, Michael R.; Journal of Medicinal Chemistry; vol. 50; 7; (2007); p. 1584 - 1597;",2007,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCC(=O)O)sc34)cc2F)c1,7.886056647693163,Patent, ABBVIE INC; US2014/336108; (2014); A1;,2014,YES,True
COc1cc(OC)cc(N(Cc2nc3ccccc3[nH]2)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,7.88,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(CC2CCOC2)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,7.87,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(Cc2nnc[nH]2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,7.87,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
COc1cc(OC)c(F)c(N(CC2CCC(=O)N2)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1F,7.86,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
O=C(Nc1ccc(Oc2ccnc(-c3cc(C(=O)O)c[nH]3)c2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,7.853871964321762,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
CC(=O)Nc1cc(Oc2ccc(NC(=O)Nc3cccc(S(C)(=O)=O)c3)cc2)ncn1,7.853871964321762,Patent, JPARIMOTO ITARU; EISAI CO LTD; EP1415987; (2004); A1;,2004,YES,True
CCCNC(=O)Nc1ccc(Oc2ccnc3cc(OCc4ccccn4)c(OC)cc23)cc1Cl,7.853871964321762,Patent, Kyowa Kirin (in: Kirin Holdings); KIRIN HOLDINGS CO LTD; US6797823; (2004); B1;,2004,YES,True
CNC(=O)Nc1cc(Oc2ccc3c(ccn3C(=O)NC)c2)ccn1,7.853871964321762,Patent, EISAI CO LTD; EP1522540; (2005); A1;,2005,YES,True
COc1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCc1ccccc1-4,7.853871964321762,Patent, TEVA PHARMACEUTICAL INDUSTRIES LTD.; US6872746; (2005); B2;,2005,YES,True
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,7.853871964321762,Article," Ravez, Séverine; Barczyk, Amélie; Six, Perrine; Cagnon, Aurélie; Garofalo, Antonio; Goossens, Laurence; Depreux, Patrick; European Journal of Medicinal Chemistry; vol. 79; (2014); p. 369 - 381;",2014,YES,True
COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)cc3)c2cc1C#N,7.853871964321762,Patent, JPARIMOTO ITARU; EISAI CO LTD; EP1415987; (2004); A1;,2004,YES,True
O=C(CCCN1CCC(O)CC1)Nc1cc(Oc2ccc3c(ccn3C(=O)NC3CC3)c2)ccn1,7.853871964321762,Patent, JPARIMOTO ITARU; EISAI CO LTD; EP1415987; (2004); A1;,2004,YES,True
Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)O)c[nH]4)c3)cc2F)c1,7.853871964321762,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Nc1c(-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cnc2ccnn12,7.853871964321762,Article," Frey, Robin R.; Curtin, Michael L.; Albert, Daniel H.; Glaser, Keith B.; Pease, Lori J.; Soni, Niru B.; Bouska, Jennifer J.; Reuter, David; Stewart, Kent D.; Marcotte, Patrick; Bukofzer, Gail; Li, Junling; Davidsen, Steven K.; Michaelides, Michael R.; Journal of Medicinal Chemistry; vol. 51; 13; (2008); p. 3777 - 3787;",2008,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NO)c[nH]4)c3)cc2)c1,7.853871964321762,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
O=C(Nc1cc(Oc2ccc3c(ccn3C(=O)NC3CC3)c2)ccn1)N1CCCC1,7.853871964321762,Patent, EISAI CO LTD; EP1522540; (2005); A1;,2005,YES,True
COC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cccc(C)c4)c(F)c3)ccn2)c1,7.853871964321762,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
COc1cc(OC)c(F)c(N(C)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1F,7.85,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(CCN)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1F,7.84,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCCC(=O)O)c[nH]4)c3)cc2)c1,7.823908740944319,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N5CCC(C(=O)O)C5)c[nH]4)c3)cc2F)c1,7.823908740944319,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCN5CCCC5)c[nH]4)c3)cc2)c1,7.823908740944319,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)O)c[nH]4)c3)cc2)c1,7.823908740944319,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N5CCC(O)C5)c[nH]4)c3)cc2)c1,7.823908740944319,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cccs5)cnn4c3N)cc2)c1,7.823908740944319,Article," Frey, Robin R.; Curtin, Michael L.; Albert, Daniel H.; Glaser, Keith B.; Pease, Lori J.; Soni, Niru B.; Bouska, Jennifer J.; Reuter, David; Stewart, Kent D.; Marcotte, Patrick; Bukofzer, Gail; Li, Junling; Davidsen, Steven K.; Michaelides, Michael R.; Journal of Medicinal Chemistry; vol. 51; 13; (2008); p. 3777 - 3787;",2008,YES,True
CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,7.823908740944319,Patent, ADVENCHEN LABORATORIES LLC; US2008/227812; (2008); A1;,2008,YES,True
CN1CCC(COc2cc3nccc(Oc4ccc(NC(=O)NC5CC5)c(Cl)c4)c3cc2C(N)=O)CC1,7.823908740944319,Patent, JPARIMOTO ITARU; EISAI CO LTD; EP1415987; (2004); A1;,2004,YES,True
CCN(CC)CCOc1ccc(-c2ccc(NC(=O)Nc3cc(C)ccc3F)cc2)c2c(N)n[nH]c12,7.823908740944319,Article," Dai, Yujia; Hartandi, Kresna; Ji, Zhiqin; Ahmed, Asma A.; Albert, Daniel H.; Bauch, Joy L.; Bouska, Jennifer J.; Bousquet, Peter F.; Cunha, George A.; Glaser, Keith B.; Harris, Christopher M.; Hickman, Dean; Guo, Jun; Li, Junling; Marcotte, Patrick A.; Marsh, Kennan C.; Moskey, Maria D.; Martin, Ruth L.; Olson, Amanda M.; Osterling, Donald J.; Pease, Lori J.; Soni, Niru B.; Stewart, Kent D.; Stoll, Vincent S.; Tapang, Paul; Reuter, David R.; Davidsen, Steven K.; Michaelides, Michael R.; Journal of Medicinal Chemistry; vol. 50; 7; (2007); p. 1584 - 1597;",2007,YES,True
COC(=O)CNC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cccc(C)c4)c(F)c3)ccn2)c1,7.823908740944319,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Nc1ccc2c(c1)C(=C1C(=O)Nc3ccc(Cl)cc31)OC2,7.823908740944319,Patent, ABBVIE INC; WO2003/84951; (2003); A1;,2003,YES,True
N#Cc1cc2c(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)ccnc2cc1OCCN1CCOCC1,7.823908740944319,Patent, JPARIMOTO ITARU; EISAI CO LTD; EP1415987; (2004); A1;,2004,YES,True
Cc1cccc(NC(=O)Nc2ccc(-c3c(CCCO)sc4ncnc(N)c34)cc2)c1,7.823908740944319,Article," Yu, Hui; Wang, Zhanli; Zhang, Liangren; Zhang, Jufeng; Huang, Qian; Chemical Biology and Drug Design; vol. 69; 3; (2007); p. 204 - 211;",2007,YES,True
O=C(Nc1cccc(Br)c1)Nc1ccc(Oc2ncnc3sc4c(c23)CCCC4)cc1Cl,7.823908740944319,Article," Ravez, Séverine; Arsenlis, Stéphane; Barczyk, Amélie; Dupont, Anthony; Frédérick, Raphaël; Hesse, Stéphanie; Kirsch, Gilbert; Depreux, Patrick; Goossens, Laurence; Bioorganic and Medicinal Chemistry; vol. 23; 22; (2015); p. 7340 - 7347;",2015,YES,True
CCNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)N4CCOCC4)c3)ccc21,7.823908740944319,Patent, EISAI CO LTD; EP1522540; (2005); A1;,2005,YES,True
COCCOc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1C#N,7.823908740944319,Patent, JPARIMOTO ITARU; EISAI CO LTD; EP1415987; (2004); A1;,2004,YES,True
CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OCCCN4CCOCC4)cc23)cc1Cl,7.823908740944319,Patent, Kyowa Kirin (in: Kirin Holdings); KIRIN HOLDINGS CO LTD; EP1384712; (2004); A1;,2004,YES,True
COCCOc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,7.823908740944319,Article," Dai, Yujia; Hartandi, Kresna; Ji, Zhiqin; Ahmed, Asma A.; Albert, Daniel H.; Bauch, Joy L.; Bouska, Jennifer J.; Bousquet, Peter F.; Cunha, George A.; Glaser, Keith B.; Harris, Christopher M.; Hickman, Dean; Guo, Jun; Li, Junling; Marcotte, Patrick A.; Marsh, Kennan C.; Moskey, Maria D.; Martin, Ruth L.; Olson, Amanda M.; Osterling, Donald J.; Pease, Lori J.; Soni, Niru B.; Stewart, Kent D.; Stoll, Vincent S.; Tapang, Paul; Reuter, David R.; Davidsen, Steven K.; Michaelides, Michael R.; Journal of Medicinal Chemistry; vol. 50; 7; (2007); p. 1584 - 1597;",2007,YES,True
COc1cc(N=c2ccc3ncc(-c4cnn(C)c4)nc3n2CC(C)(C)O)cc(OC)c1,7.82,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(N=c2ccc3ncc(-c4cnn(C)c4)nc3n2CCNC(C)=O)c(F)c(OC)c1,7.82,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)cc(N(Cc2ncc[nH]2)c2ccc3ncc(-c4ccccc4)nc3n2)c1,7.82,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(CC(O)COC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,7.82,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)cc(N(CC2CCC(=O)N2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,7.82,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
COc1cc(OC)c(F)c(N(CCN2CCOCC2)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,7.81,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(Cc2ncc[nH]2)c2ccc3ncc(-c4cnn(CC(C)(C)O)c4)nc3n2)c1,7.81,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)cc(N(CCCO)c2ccc3ncc(-c4cnn(C)c4)c(Cl)c3n2)c1,7.8,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
COc1cc(OC)c(F)c(N(CC(C)(C)O)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1F,7.8,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(CC(O)COC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1F,7.8,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N=c2ccc3ncc(-c4cnn(C)c4)nc3n2CCN)c1F,7.8,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(CCN)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,7.8,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
CCN(CC)CCN1CCc2[nH]c(C=C3C(=O)Nc4ccc(Br)cc43)c(C)c2C1=O,7.795880017344075,Article," Tang, Peng Cho; Su, Yi Dong; Feng, Jun; Fu, Jian Hong; Yang, Jiang Liang; Xiao, Lu; Peng, Jiang Hua; Li, Ya Li; Zhang, Lei; Hu, Bing; Zhou, Ying; Li, Fang Qiong; Fu, Bei Bei; Lou, Li Guang; Gong, Ai Shen; She, Gao Hong; Sun, Wei Hong; Mong, Xian Tai; Journal of Medicinal Chemistry; vol. 53; 22; (2010); p. 8140 - 8149;",2010,YES,True
COCCOc1ccc(-c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)c2c(N)n[nH]c12,7.795880017344075,Article," Dai, Yujia; Hartandi, Kresna; Ji, Zhiqin; Ahmed, Asma A.; Albert, Daniel H.; Bauch, Joy L.; Bouska, Jennifer J.; Bousquet, Peter F.; Cunha, George A.; Glaser, Keith B.; Harris, Christopher M.; Hickman, Dean; Guo, Jun; Li, Junling; Marcotte, Patrick A.; Marsh, Kennan C.; Moskey, Maria D.; Martin, Ruth L.; Olson, Amanda M.; Osterling, Donald J.; Pease, Lori J.; Soni, Niru B.; Stewart, Kent D.; Stoll, Vincent S.; Tapang, Paul; Reuter, David R.; Davidsen, Steven K.; Michaelides, Michael R.; Journal of Medicinal Chemistry; vol. 50; 7; (2007); p. 1584 - 1597;",2007,YES,True
NC(=O)c1cc2c(Oc3ccc(NC(=O)NC4CC4)c(F)c3)ccnc2cc1OCCN1CCOCC1,7.795880017344075,Patent, JPARIMOTO ITARU; EISAI CO LTD; EP1415987; (2004); A1;,2004,YES,True
Cc1cc(Oc2ncnc3sccc23)ccc1NC(=O)Nc1cccc(Br)c1,7.795880017344075,Article," Ravez, Séverine; Arsenlis, Stéphane; Barczyk, Amélie; Dupont, Anthony; Frédérick, Raphaël; Hesse, Stéphanie; Kirsch, Gilbert; Depreux, Patrick; Goossens, Laurence; Bioorganic and Medicinal Chemistry; vol. 23; 22; (2015); p. 7340 - 7347;",2015,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N5CCC5)c[nH]4)c3)cc2)c1,7.795880017344075,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCC(=O)N5CCC(O)C5)c[nH]4)c3)cc2)c1,7.795880017344075,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(C5CC5)cnn4c3N)cc2)c1,7.795880017344075,Article," Frey, Robin R.; Curtin, Michael L.; Albert, Daniel H.; Glaser, Keith B.; Pease, Lori J.; Soni, Niru B.; Bouska, Jennifer J.; Reuter, David; Stewart, Kent D.; Marcotte, Patrick; Bukofzer, Gail; Li, Junling; Davidsen, Steven K.; Michaelides, Michael R.; Journal of Medicinal Chemistry; vol. 51; 13; (2008); p. 3777 - 3787;",2008,YES,True
COc1cc(N=c2ccc3ncc(-c4cnn(C)c4)nc3n2CCN)c(F)c(OC)c1,7.79,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(Cc2noc(C)n2)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,7.79,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C(C)C)c4)cc3n2)c1,7.78,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
COc1cc(N=c2ccc3ncc(-c4cnn(C)c4)nc3n2CC(O)CC(F)(F)F)c(F)c(OC)c1,7.77,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(N=c2ccc3ncc(-c4cnn(C)c4)nc3n2CC2COC(=O)N2)c(F)c(OC)c1,7.77,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5ccc6c(c5)OCO6)cnn4c3N)cc2)c1,7.769551078621726,Article," Frey, Robin R.; Curtin, Michael L.; Albert, Daniel H.; Glaser, Keith B.; Pease, Lori J.; Soni, Niru B.; Bouska, Jennifer J.; Reuter, David; Stewart, Kent D.; Marcotte, Patrick; Bukofzer, Gail; Li, Junling; Davidsen, Steven K.; Michaelides, Michael R.; Journal of Medicinal Chemistry; vol. 51; 13; (2008); p. 3777 - 3787;",2008,YES,True
CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)N4CCC(N5CCOCC5)CC4)c3)ccc21,7.769551078621726,Patent, EISAI CO LTD; EP1522540; (2005); A1;,2005,YES,True
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCNCC1,7.769551078621726,Article," Manley, Paul W.; Furet, Pascal; Bold, Guido; Brüggen, Josef; Mestan, Jürgen; Meyer, Thomas; Schnell, Christian R.; Wood, Jeanette; Haberey, Martin; Huth, Andreas; Krüger, Martin; Menrad, Andreas; Ottow, Eckhard; Seidelmann, Dieter; Siemeister, Gerhard; Thierauch, Karl-Heinz; Journal of Medicinal Chemistry; vol. 45; 26; (2002); p. 5687 - 5693;",2002,YES,True
Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5ccccc5)cnn4c3N)cc2)c1,7.769551078621726,Article," Frey, Robin R.; Curtin, Michael L.; Albert, Daniel H.; Glaser, Keith B.; Pease, Lori J.; Soni, Niru B.; Bouska, Jennifer J.; Reuter, David; Stewart, Kent D.; Marcotte, Patrick; Bukofzer, Gail; Li, Junling; Davidsen, Steven K.; Michaelides, Michael R.; Journal of Medicinal Chemistry; vol. 51; 13; (2008); p. 3777 - 3787;",2008,YES,True
Cc1cccc(NC(=O)Nc2ccc(-c3c(CCC(N)=O)sc4ncnc(N)c34)cc2)c1,7.769551078621726,Article," Dai, Yujia; Guo, Yan; Frey, Robin R.; Ji, Zhiqin; Curtin, Michael L.; Ahmed, Asma A.; Albert, Daniel H.; Arnold, Lee; Arries, Shannon S.; Barlozzari, Teresa; Bauch, Joy L.; Bouska, Jennifer J.; Bousquet, Peter F.; Cunha, George A.; Glaser, Keith B.; Guo, Jun; Li, Junling; Marcotte, Patrick A.; Marsh, Kennan C.; Moskey, Maria D.; Pease, Lori J.; Stewart, Kent D.; Stoll, Vincent S.; Tapang, Paul; Wishart, Neil; Davidsen, Steven K.; Michaelides, Michael R.; Journal of Medicinal Chemistry; vol. 48; 19; (2005); p. 6066 - 6083;",2005,YES,True
Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N5CCCC(O)C5)c[nH]4)c3)cc2)c1,7.769551078621726,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
COC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cccc(C)c4)cc3)ccn2)c1,7.769551078621726,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)O)c[nH]4)c3)cc2F)c1,7.769551078621726,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCCC(=O)O)c[nH]4)c3)cc2F)c1,7.769551078621726,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccn4)c3)o2)c1,7.767003889607846,Article," Lintnerová, Lucia; García-Caballero, Melissa; Gregáň, Fridrich; Melicherčík, Milan; Quesada, Ana R.; Dobiaš, Juraj; Lác, Ján; Sališová, Marta; Boháč, Andrej; European Journal of Medicinal Chemistry; vol. 72; (2014); p. 146 - 159;",2014,YES,True
COc1cc(OC)c(F)c(N(CCO)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,7.76,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1F,7.76,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
COc1cc(OC)c(F)c(N(Cc2ncc[nH]2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1F,7.76,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
COc1cc(OC)c(F)c(N(c2ccc3ncc(-c4cnn(C)c4)nc3n2)C(C)c2ncc[nH]2)c1,7.76,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(Cc2cc(C)no2)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,7.75,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)O)c[nH]4)c3)c(F)c2)c1,7.744727494896693,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N=S(C)(C)=O)c[nH]4)c3)cc2)c1,7.744727494896693,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
CCN(CC)CCCOc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(OC)cc4)cc3)c2cc1C#N,7.744727494896693,Patent, JPARIMOTO ITARU; EISAI CO LTD; EP1415987; (2004); A1;,2004,YES,True
CCNC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)ccn2)c1,7.744727494896693,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
O=C(Nc1ccc(Oc2ncnc3sccc23)cc1)Nc1cccc(Br)c1,7.744727494896693,Article," Ravez, Séverine; Arsenlis, Stéphane; Barczyk, Amélie; Dupont, Anthony; Frédérick, Raphaël; Hesse, Stéphanie; Kirsch, Gilbert; Depreux, Patrick; Goossens, Laurence; Bioorganic and Medicinal Chemistry; vol. 23; 22; (2015); p. 7340 - 7347;",2015,YES,True
COc1cc(OC)c(F)c(N(CCOC(C)C)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,7.74,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
CCn1cc(-c2cnc3ccc(N(CCNC(C)C)c4cc(OC)cc(OC)c4)nc3c2)cn1,7.74,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
CNC(=O)c1cc(Oc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,7.721246399047171,Article, J. Elting; R. Jones; C. Carter; C. Flynn; G. Zhu; C. Damico; M. McHugh; B. Hibner; H. Kluender; S. Boyer; European Journal of Cancer (1965); vol. 2; 8; (2004); p. 45;,2004,YES,True
Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N=S(C)(=O)CCCC(=O)O)c[nH]4)c3)cc2)c1,7.721246399047171,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCC(=O)O)c[nH]4)c3)cc2)c1,7.721246399047171,Patent, ABBVIE INC; US8906944; (2014); B2;,2014,YES,True
COc1cc(OC)c(F)c(N(Cc2nccn2C)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,7.72,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)c(F)c(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,7.72,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
COc1cc(OC)c(F)c(N(CC2CCC(=O)N2C)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,7.72,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
COc1cc(OC)cc(N(Cc2nc[nH]n2)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,7.72,Patent, OTSUKA HOLDINGS CO LTD; US2014/288053; (2014); A1;,2014,YES,True
COc1cc(OC)cc(N(Cc2nnc[nH]2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,7.7,Patent, OTSUKA HOLDINGS CO LTD; WO2013/61077; (2013); A1;,2013,YES,True
