rdkit_SMILES,pIC50,References_type,References_detail,Year,MOSES_passed,vocab_checked
COc1ccc(-c2cncc(-c3c[nH]c4ccc(C#N)cc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCN4CCOCC4)c4ccccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3c[nH]c4ccc(C#N)cc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc2c(-c3cncc(-c4ccccc4)c3)cn(C(C)CN(C)C)c12,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CC(CN(C)C)n1cc(-c2cncc(-c3ccsc3)c2)c2cc(Cl)ccc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CC(C)N(CCn1cc(-c2cncc(-c3ccsc3)c2)c2ccccc21)C(C)C,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CCN(CC)CCn1cc(-c2cncc(-c3ccsc3)c2)c2ccccc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc2c(c1)c(-c1cncc(-c3ccccc3)c1)cn2C(C)CN(C)C,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc2c(-c3cncc(-c4ccsc4)c3)cn(C(C)CN(C)C)c12,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc2c(c1)c(-c1cncc(-c3ccsc3)c1)cn2C(C)CN(C)C,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CC(CN(C)C)n1cc(-c2cncc(-c3ccccc3)c2)c2cc(Cl)ccc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CC(CN(C)C)n1cc(-c2cncc(-c3ccccc3)c2)c2ccc(Cl)cc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CC(CN(C)C)n1cc(-c2cncc(-c3ccccc3)c2)c2c(Cl)cccc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)O,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
COc1ccc(-c2cncc(-c3cn(CCN4CCOCC4)c4cc(Cl)ccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4cccc(Cl)c34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCCCC4)c4c(OC)cccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3ccsc3)c1)cn2CCCN1CCN(C)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3cccc(OC)c3)c1)cn2CCN1CCOCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN4CCCCC4)c4ncccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN(C)C)c4ncccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4ncccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4c(OC)cccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCN4CCC(C#N)CC4)c4cccc(Cl)c34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc2c(-c3cncc(-c4ccc(Cl)cc4)c3)cn(CCCN3CCCCC3)c12,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCN4CCC(C#N)CC4)c4ccc(Cl)cc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCCCC4)c4cc(Cl)ccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCCCC4)c4cccc(Cl)c34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCN4CCC(C#N)CC4)c4c(OC)cccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4cc(Cl)ccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc2c(-c3cncc(-c4cccc(Cl)c4)c3)cn(CCCN3CCCCC3)c12,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4c(OC)cccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN1CCN(CCCn2cc(-c3cncc(-c4cccc(Cl)c4)c3)c3cc(Cl)ccc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4ccc(OC)cc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
Clc1cccc2c1c(-c1cncc(-c3ccccc3)c1)cn2CCCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc2c(-c3cncc(-c4cccc(Cl)c4)c3)cn(CCCN3CCN(C)CC3)c12,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(C(C)CN(C)C)c4ccccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(C(C)CN(C)C)c4cccc(Cl)c34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CC4CCCN(C)C4)c4ccc(Cl)cc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
c1ccc2c(c1)c(-c1cncc(-c3ccsc3)c1)cn2CCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
c1ccc2c(c1)c(-c1cncc(-c3ccsc3)c1)cn2CCN1CCOCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CC(CN(C)C)Cn1cc(-c2cncc(-c3ccsc3)c2)c2ccccc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN(C)CCCn1cc(-c2cncc(-c3ccsc3)c2)c2ccccc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN(C)CCn1cc(-c2cncc(-c3ccsc3)c2)c2ccccc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(C(C)CN(C)C)c4ccc(Cl)cc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCN4CCC(C#N)CC4)c4ccc(Cl)cc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(C(C)CN(C)C)c4c(OC)cccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCN4CCC(C#N)CC4)c4ccc(C#N)cc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3cccc(OC)c3)c1)cn2CCN1CCC(C#N)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3c[nH]c4ncccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCN4CCOCC4)c4ncccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCN4CCCCC4)c4ncccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCCCC4)c4ccc(Cl)cc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
N#CC1CCN(CCn2cc(-c3cncc(-c4cccc(Cl)c4)c3)c3cc(Cl)ccc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN1CCN(CCCn2cc(-c3cncc(-c4ccc(Cl)cc4)c3)c3c(Cl)cccc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(C(C)CN(C)C)c4ccc(OC)cc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4ccc(Cl)cc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN4CCCCC4)c4c(OC)cccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCN4CCC(C#N)CC4)c4ccc(OC)cc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
N#CC1CCN(CCn2cc(-c3cncc(-c4ccc(Cl)cc4)c3)c3c(Cl)cccc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(C(C)CN(C)C)c4c(OC)cccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(C(C)CN(C)C)c4cc(Cl)ccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3ccc(OC)cc3)c1)cn2CCN1CCC(C#N)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3c[nH]c4ncccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCN4CCC(C#N)CC4)c4c(OC)cccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3ccc(Cl)cc3)c1)cn2CCN1CCOCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN1CCN(CCCOc2ccc3[nH]c(-c4cc5ccccc5[nH]c4=O)cc3c2)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US2004/235826; (2004); A1;,2004,YES,True
COCCN(CCOc1ccc2[nH]c(-c3cc4ccccc4[nH]c3=O)cc2c1)Cc1ccccc1,5.301029995663981,Patent, MERCK &amp; CO INC; US2004/235826; (2004); A1;,2004,YES,True
COc1cccc2c(-c3cncc(-c4cccc(Cl)c4)c3)cn(CCN3CCC(C#N)CC3)c12,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4cc(Cl)ccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN4CCCCC4)c4cccc(Cl)c34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(C(C)CN(C)C)c4ccccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCN4CCC(C#N)CC4)c4ncccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN1CCN(CCCn2cc(-c3cncc(-c4ccc(Cl)cc4)c3)c3cc(Cl)ccc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
N#CC1CCN(CCn2cc(-c3cncc(-c4ccc(Cl)cc4)c3)c3ccc(Cl)cc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCCCC4)c4ccc(OC)cc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCN4CCC(C#N)CC4)c4cc(Cl)ccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3cccc(Cl)c3)c1)cn2CCN1CCOCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc2c(-c3cncc(-c4ccc(Cl)cc4)c3)cn(CCN3CCC(C#N)CC3)c12,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4cccc(Cl)c34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4ccc(OC)cc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN4CCCCC4)c4cc(Cl)ccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN1CCN(CCCn2cc(-c3cncc(-c4cccc(Cl)c4)c3)c3c(Cl)cccc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCN4CCC(C#N)CC4)c4ccc(OC)cc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3ccccc3)c1)cn2CCCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc2c(c1)c(-c1cncc(-c3ccc(Cl)cc3)c1)cn2CCCN1CCN(C)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(C(C)CN(C)C)c4ncccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc(-c2cncc(-c3cn(CC(C)CN(C)C)c4ncccc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
N#CC1CCN(CCn2cc(-c3cncc(-c4ccccc4)c3)c3cccnc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CC(CN(C)C)Cn1cc(-c2cncc(-c3ccccc3)c2)c2cccnc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CC(CN(C)C)n1cc(-c2cncc(-c3ccccc3)c2)c2cccnc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4ccc(C#N)cc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN(C)CCCn1cc(-c2cncc(-c3ccsc3)c2)c2ccc(Cl)cc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc2c(c1)c(-c1cncc(-c3ccsc3)c1)cn2CCCN(C)C,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN(C)CCCn1cc(-c2cncc(-c3ccccc3)c2)c2cc(Cl)ccc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN(C)CCCn1cc(-c2cncc(-c3ccccc3)c2)c2c(Cl)cccc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1ccc2c(c1)c(-c1cncc(-c3ccccc3)c1)cn2CCCN(C)C,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3ccc(Cl)cc3)c1)cn2CCCN1CCN(C)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3cccc(OC)c3)c1)cn2CCCN1CCN(C)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3ccc(OC)cc3)c1)cn2CCCN1CCN(C)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3cccc(OC)c3)c1)cn2CCCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3cccc(Cl)c3)c1)cn2CCCN1CCN(C)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3ccc(OC)cc3)c1)cn2CCCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3cccc(Cl)c3)c1)cn2CCCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
N#Cc1ccc2c(c1)c(-c1cncc(-c3ccc(Cl)cc3)c1)cn2CCCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3cccc(Cl)c3)c1)cn2CCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN1CCN(CCCn2cc(-c3cncc(-c4ccc(Cl)cc4)c3)c3cc(C#N)ccc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc2c(-c3cncc(-c4ccsc4)c3)cn(CCCN(C)C)c12,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc2c(-c3cncc(-c4ccccc4)c3)cn(CCCN(C)C)c12,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CCOC(CNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)N(C)C,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
CCOC(CNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)CC(=O)N(C)C,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
CCOC(CNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)O,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
COC(CNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)O,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
COC(CNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)CC(=O)N(C)C,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
COC(CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)N(C)C,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
CCOC(CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)O,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
COC(CNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)CC(=O)N1CCC(O)CC1,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
CCOC(CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)N(C)C,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
COC(CNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)N1CCCC1,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
COC(CNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)N1CCOCC1,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
CCOC(CNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)N1CCOCC1,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
COC(CNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)CC(=O)N1CCOCC1,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
COC(CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C)C(=O)N1CCOCC1,5.301029995663981,Patent, SCRIPPS RESEARCH; WO2007/38251; (2007); A1;,2007,YES,True
COc1cccc(-c2cncc(-c3cn(CCCN4CCN(C)CC4)c4ccc(C#N)cc34)c2)c1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3ccc(OC)cc3)c1)cn2CCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN1CCN(CCCn2cc(-c3cncc(-c4ccccc4)c3)c3cccnc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN1CCN(CCCn2cc(-c3cncc(-c4cccc(Cl)c4)c3)c3cc(C#N)ccc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
c1cnc2c(c1)c(-c1cncc(-c3ccsc3)c1)cn2CCN1CCOCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
c1cnc2c(c1)c(-c1cncc(-c3ccsc3)c1)cn2CCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
c1cnc2c(c1)c(-c1cncc(-c3ccsc3)c1)cn2CCCN1CCCCC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN(C)CCCn1cc(-c2cncc(-c3ccsc3)c2)c2cccnc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN1CCCC(Cn2cc(-c3cncc(-c4ccsc4)c3)c3cccnc32)C1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CN1CCN(CCCn2cc(-c3cncc(-c4ccsc4)c3)c3cccnc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CC(CN(C)C)n1cc(-c2cncc(-c3ccsc3)c2)c2cccnc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
CC(CN(C)C)Cn1cc(-c2cncc(-c3ccsc3)c2)c2cccnc21,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
N#CC1CCN(CCn2cc(-c3cncc(-c4ccsc4)c3)c3cccnc32)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COc1cccc2c(-c3cncc(-c4ccccc4)c3)cn(CC3CCCN(C)C3)c12,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
N#Cc1ccc2c(c1)c(-c1cncc(-c3ccccc3)c1)cn2CCN1CCC(C#N)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
COC(=O)c1cccc2c1c(-c1cncc(-c3ccccc3)c1)cn2CCN1CCC(C#N)CC1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
c1ccc(-c2cncc(-c3cn(CCN4CCOCC4)c4ncccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
c1ccc(-c2cncc(-c3cn(CCN4CCCCC4)c4ncccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
c1ccc(-c2cncc(-c3cn(CCCN4CCCCC4)c4ncccc34)c2)cc1,5.301029995663981,Patent, MERCK &amp; CO INC; US6265403; (2001); B1;,2001,YES,True
